feature,perm_macro_f1_drop_mean,perm_macro_f1_drop_std
emb_4,-0.0004311059075571055,8.589078344165636e-05
emb_138,-0.00043419599743446116,0.0002667789032988271
emb_463,-0.00044007314660285954,0.00034277767243148707
emb_424,-0.0004439917970822993,0.0003767067891270173
emb_144,-0.0004444060233667724,0.00023418217902811304
emb_152,-0.000448052924969744,0.0005043969494950018
emb_363,-0.0004485953101575291,0.00017539714530368422
emb_257,-0.00045005968912337213,0.00017348294154198802
emb_167,-0.00045868183073665135,0.00032643843661085117
emb_33,-0.00046055076000433014,0.00040791796684118783
emb_208,-0.0004616501044906629,0.0005773130278920761
emb_135,-0.0004639604890259941,0.00010286580215390593
emb_203,-0.00047264915350622163,4.14604477359697e-05
emb_45,-0.00047454088115832515,0.00019884426037340762
emb_238,-0.0004772589352932677,0.0003055391299859951
emb_358,-0.0004812183623663202,0.00019424764112028947
emb_83,-0.0004826205788645233,0.00016361464180101787
emb_197,-0.00048327595323542915,0.00013471878394143123
emb_414,-0.00048702681137398064,0.00029246668459647387
emb_298,-0.0005016977922254195,0.00033557678464133365
emb_78,-0.0005050385420730219,0.00044401693734901203
emb_133,-0.0005076085969425437,0.0001897467463775487
emb_401,-0.0005129210652998984,0.00015971888098437865
emb_31,-0.0005134031082287827,0.0002435938611970502
emb_307,-0.0005141381002914391,0.00012309531746511863
emb_139,-0.0005152416603814603,9.27771482368982e-05
emb_397,-0.0005187584700745651,0.00029614320670356904
emb_258,-0.0005502690630843521,0.0002781065860380046
emb_0,-0.0005952020169676553,0.0006494416825838274
emb_72,-0.0005955298164820766,0.00045507408792447285
emb_171,-0.0006053873082813466,0.00028215566572031484
emb_5,-0.0006219532288501472,0.0003420547776552245
emb_150,-0.0006329620260098867,0.0001226985927412911
emb_91,-0.0006548112126498528,0.0004971578055008843
emb_416,-0.0006549080587241685,0.0003903360332128261
emb_411,-0.0006695750488914243,0.00013138415041195748
emb_331,-0.0007242149691979005,0.0006968557775525979
emb_449,-0.0007381408444949722,0.0003515223252324542
emb_198,-0.0007543287576087909,0.00017196625029379728
emb_248,-0.0007734543388584258,0.0003614919869263576
emb_278,-0.0008327089136453524,0.000689935583453138
emb_303,-0.0008599767142177805,0.0005909031786895831
